timestamp,instance,config_hash,solver,valid_cut_type,add_soc_cuts,random_seed,iteration,block_id,n_original,true_min_eigenvalue,master_objective,master_solve_time,separation_time,num_cuts_added_this_iter,is_psd
1784697693.7399135,control6,ab9d8392d9,MOSEK,linear,False,42,104,1,30,-8.806243688531865,714.5342054988056,37.49766302108765,0.0005054473876953125,11,False
1784697731.0552294,control6,ab9d8392d9,MOSEK,linear,False,42,105,0,60,-0.03650752629529074,712.7300466084423,37.17088007926941,0.0009958744049072266,29,False
1784697731.0626366,control6,ab9d8392d9,MOSEK,linear,False,42,105,1,30,-7.256971816615795,712.7300466084423,37.17088007926941,0.001007080078125,11,False
1784697767.3340752,control6,ab9d8392d9,MOSEK,linear,False,42,106,0,60,-0.03258912043443542,710.7332821767809,36.11850047111511,0.0,28,False
1784697767.3384197,control6,ab9d8392d9,MOSEK,linear,False,42,106,1,30,-8.134219658187002,710.7332821767809,36.11850047111511,0.0010075569152832031,11,False
1784697802.797723,control6,ab9d8392d9,MOSEK,linear,False,42,107,0,60,-0.036404866516642084,708.9851127368319,35.30984401702881,0.0,29,False
1784697802.8025796,control6,ab9d8392d9,MOSEK,linear,False,42,107,1,30,-8.338537658550388,708.9851127368319,35.30984401702881,0.0,10,False
1784697827.8562946,control6,ab9d8392d9,MOSEK,linear,False,42,108,0,60,-0.03266116388938619,707.2543584552111,24.897960662841797,0.0009853839874267578,29,False
1784697827.861025,control6,ab9d8392d9,MOSEK,linear,False,42,108,1,30,-7.9196740822872815,707.2543584552111,24.897960662841797,0.0,9,False
1784697869.9624333,control6,ab9d8392d9,MOSEK,linear,False,42,109,0,60,-0.03176596210064792,705.8937143423693,41.934492111206055,0.0011327266693115234,29,False
1784697869.9693618,control6,ab9d8392d9,MOSEK,linear,False,42,109,1,30,-7.831368818159599,705.8937143423693,41.934492111206055,0.0009033679962158203,11,False
1784697912.2299747,control6,ab9d8392d9,MOSEK,linear,False,42,110,0,60,-0.032653704487611145,704.4530817259293,42.11232542991638,0.0,29,False
1784697912.234501,control6,ab9d8392d9,MOSEK,linear,False,42,110,1,30,-7.8561507812045175,704.4530817259293,42.11232542991638,0.0,11,False
1784697944.021708,control6,ab9d8392d9,MOSEK,linear,False,42,111,0,60,-0.033720552817051955,703.1698449098654,31.63573694229126,0.0010046958923339844,29,False
1784697944.027005,control6,ab9d8392d9,MOSEK,linear,False,42,111,1,30,-8.92145374780019,703.1698449098654,31.63573694229126,0.0,10,False
1784697976.0448778,control6,ab9d8392d9,MOSEK,linear,False,42,112,0,60,-0.029208568440519757,701.948629965334,31.84852433204651,0.0,29,False
1784697976.0504155,control6,ab9d8392d9,MOSEK,linear,False,42,112,1,30,-8.786568704991543,701.948629965334,31.84852433204651,0.0,10,False
1784698010.4869225,control6,ab9d8392d9,MOSEK,linear,False,42,113,0,60,-0.03171061521960882,700.8190320691963,34.281384229660034,0.0,30,False
1784698010.4914494,control6,ab9d8392d9,MOSEK,linear,False,42,113,1,30,-8.560080324484762,700.8190320691963,34.281384229660034,0.0008349418640136719,10,False
1784698060.214301,control6,ab9d8392d9,MOSEK,linear,False,42,114,0,60,-0.033687514123885515,699.4787950106305,49.5578191280365,0.0010001659393310547,29,False
1784698060.2196693,control6,ab9d8392d9,MOSEK,linear,False,42,114,1,30,-6.757090984848479,699.4787950106305,49.5578191280365,0.0,10,False
1784698094.5437763,control6,ab9d8392d9,MOSEK,linear,False,42,115,0,60,-0.03303594309005104,698.0325123220409,34.15145397186279,0.0009999275207519531,29,False
1784698094.6132739,control6,ab9d8392d9,MOSEK,linear,False,42,115,1,30,-7.612847079897902,698.0325123220409,34.15145397186279,0.0005745887756347656,11,False
1784698134.0427387,control6,ab9d8392d9,MOSEK,linear,False,42,116,0,60,-0.02948156088867528,696.7751776970124,39.28331899642944,0.0010051727294921875,30,False
